website_type,tracking_type,tracking_number,Y,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
COSCO,BOOKING_NUMBER,5158342910,5,53,49,53,56,51,52,50,57,49,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,CCSU6360804120,5,67,67,83,85,54,51,54,48,56,48,52,49,50,48,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,5158619930,5,53,49,53,56,54,49,57,57,51,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,6362996700,5,54,51,54,50,57,57,54,55,48,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,6351356900,5,54,51,53,49,51,53,54,57,48,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,7245119880,5,55,50,52,53,49,49,57,56,56,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,5158949650,5,53,49,53,56,57,52,57,54,53,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,5158619900,5,53,49,53,56,54,49,57,57,48,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,5158619930,5,53,49,53,56,54,49,57,57,51,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,5158623400,5,53,49,53,56,54,50,51,52,48,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,7233659570,5,55,50,51,51,54,53,57,53,55,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,5158628810,5,53,49,53,56,54,50,56,56,49,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,6231541000,5,54,50,51,49,53,52,49,48,48,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,5158645860,5,53,49,53,56,54,52,53,56,54,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,5158672250,5,53,49,53,56,54,55,50,50,53,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,5158672260,5,53,49,53,56,54,55,50,50,54,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,6366878290,5,54,51,54,54,56,55,56,50,57,48,0,0,0,0,0,0,0,0,0,0
COSCO,BOOKING_NUMBER,6454689920,5,54,52,53,52,54,56,57,57,50,48,0,0,0,0,0,0,0,0,0,0
COSCO,CONTAINER_NUMBER,TRHU5799964,6,84,82,72,85,53,55,57,57,57,54,52,0,0,0,0,0,0,0,0,0
COSCO,CONTAINER_NUMBER,CSNU1868923,6,67,83,78,85,49,56,54,56,57,50,51,0,0,0,0,0,0,0,0,0
COSCO,CONTAINER_NUMBER,FFMU2203525,6,70,70,77,85,50,50,48,51,53,50,53,0,0,0,0,0,0,0,0,0
COSCO,CONTAINER_NUMBER,TRHU5799964,6,84,82,72,85,53,55,57,57,57,54,52,0,0,0,0,0,0,0,0,0
COSCO,CONTAINER_NUMBER,CBHU4306095,6,67,66,72,85,52,51,48,54,48,57,53,0,0,0,0,0,0,0,0,0
DONGJIN,BILL_OF_LOADING_NUMBER,DJSCSHA230005238,7,68,74,83,67,83,72,65,50,51,48,48,48,53,50,51,56,0,0,0,0
DONGJIN,BILL_OF_LOADING_NUMBER,DJSCSHA230005238,7,68,74,83,67,83,72,65,50,51,48,48,48,53,50,51,56,0,0,0,0
DONGJIN,BILL_OF_LOADING_NUMBER,DJSCSHA230005699,7,68,74,83,67,83,72,65,50,51,48,48,48,53,54,57,57,0,0,0,0
DONGJIN,BOOKING_NUMBER,DJSCSHA230005238,8,68,74,83,67,83,72,65,50,51,48,48,48,53,50,51,56,0,0,0,0
DONGJIN,BOOKING_NUMBER,DJSCSHA230005699,8,68,74,83,67,83,72,65,50,51,48,48,48,53,54,57,57,0,0,0,0
DONGJIN,CONTAINER_NUMBER,BMOU1559166,9,66,77,79,85,49,53,53,57,49,54,54,0,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300088662,10,53,53,48,51,48,48,48,56,56,54,54,50,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300093496,10,53,53,48,51,48,48,48,57,51,52,57,54,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300095375,10,53,53,48,51,48,48,48,57,53,51,55,53,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300095898,10,53,53,48,51,48,48,48,57,53,56,57,56,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300083512,10,53,53,48,51,48,48,48,56,51,53,49,50,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300083491,10,53,53,48,51,48,48,48,56,51,52,57,49,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300083504,10,53,53,48,51,48,48,48,56,51,53,48,52,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300088948,10,53,53,48,51,48,48,48,56,56,57,52,56,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300085931,10,53,53,48,51,48,48,48,56,53,57,51,49,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300086988,10,53,53,48,51,48,48,48,56,54,57,56,56,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300091990,10,53,53,48,51,48,48,48,57,49,57,57,48,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,501300024721,10,53,48,49,51,48,48,48,50,52,55,50,49,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300072031,10,53,53,48,51,48,48,48,55,50,48,51,49,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300094379,10,53,53,48,51,48,48,48,57,52,51,55,57,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,554310008592,10,53,53,52,51,49,48,48,48,56,53,57,50,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300091052,10,53,53,48,51,48,48,48,57,49,48,53,50,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,574300008313,10,53,55,52,51,48,48,48,48,56,51,49,51,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300088582,10,53,53,48,51,48,48,48,56,56,53,56,50,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,578300009487 ,10,53,55,56,51,48,48,48,48,57,52,56,55,32,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300089898,10,53,53,48,51,48,48,48,56,57,56,57,56,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300077296,10,53,53,48,51,48,48,48,55,55,50,57,54,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300077059,10,53,53,48,51,48,48,48,55,55,48,53,57,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300077075,10,53,53,48,51,48,48,48,55,55,48,55,53,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,578300008057,10,53,55,56,51,48,48,48,48,56,48,53,55,0,0,0,0,0,0,0,0
EVERGREEN,BILL_OF_LOADING_NUMBER,550300091906,10,53,53,48,51,48,48,48,57,49,57,48,54,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300092292,11,48,50,48,51,48,48,48,57,50,50,57,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300069667,11,48,50,52,51,48,48,48,54,57,54,54,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,520100268818,11,53,50,48,49,48,48,50,54,56,56,49,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300169562,11,48,50,48,51,48,48,49,54,57,53,54,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300176372,11,48,50,48,51,48,48,49,55,54,51,55,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300180387,11,48,50,48,51,48,48,49,56,48,51,56,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300066838,11,48,50,52,51,48,48,48,54,54,56,51,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300375277,11,48,50,48,51,48,48,51,55,53,50,55,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,050100587671,11,48,53,48,49,48,48,53,56,55,54,55,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300149862,11,48,50,48,51,48,48,49,52,57,56,54,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300293611,11,48,50,48,51,48,48,50,57,51,54,49,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300329364,11,48,50,48,51,48,48,51,50,57,51,54,52,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300329518,11,48,50,48,51,48,48,51,50,57,53,49,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300073478,11,48,50,52,51,48,48,48,55,51,52,55,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300066862,11,48,50,52,51,48,48,48,54,54,56,54,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300066846,11,48,50,52,51,48,48,48,54,54,56,52,54,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300074644,11,48,50,52,51,48,48,48,55,52,54,52,52,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300220427,11,48,50,48,51,48,48,50,50,48,52,50,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300220443,11,48,50,48,51,48,48,50,50,48,52,52,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,520200061167,11,53,50,48,50,48,48,48,54,49,49,54,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300249034,11,48,50,48,51,48,48,50,52,57,48,51,52,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300249042,11,48,50,48,51,48,48,50,52,57,48,52,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300414621,11,48,50,48,51,48,48,52,49,52,54,50,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300414647,11,48,50,48,51,48,48,52,49,52,54,52,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300413853,11,48,50,48,51,48,48,52,49,51,56,53,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300412318,11,48,50,48,51,48,48,52,49,50,51,49,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100021021,11,53,48,52,49,48,48,48,50,49,48,50,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100021012,11,53,48,52,49,48,48,48,50,49,48,49,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100019468,11,53,48,52,49,48,48,48,49,57,52,54,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100019166,11,53,48,52,49,48,48,48,49,57,49,54,54,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300390586,11,48,50,48,51,48,48,51,57,48,53,56,54,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,550300084675,11,53,53,48,51,48,48,48,56,52,54,55,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300152774,11,48,50,48,51,48,48,49,53,50,55,55,52,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300294323,11,48,50,48,51,48,48,50,57,52,51,50,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300284069,11,48,50,48,51,48,48,50,56,52,48,54,57,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300309088,11,48,50,48,51,48,48,51,48,57,48,56,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300302262,11,48,50,48,51,48,48,51,48,50,50,54,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300309100,11,48,50,48,51,48,48,51,48,57,49,48,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300291723,11,48,50,48,51,48,48,50,57,49,55,50,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300317757,11,48,50,48,51,48,48,51,49,55,55,53,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300294315,11,48,50,48,51,48,48,50,57,52,51,49,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300294307,11,48,50,48,51,48,48,50,57,52,51,48,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300302270,11,48,50,48,51,48,48,51,48,50,50,55,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300350657,11,48,50,48,51,48,48,51,53,48,54,53,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300375162,11,48,50,48,51,48,48,51,55,53,49,54,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300060058,11,48,50,52,51,48,48,48,54,48,48,53,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300058185,11,48,50,52,51,48,48,48,53,56,49,56,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300150721,11,48,50,48,51,48,48,49,53,48,55,50,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300224619,11,48,50,48,51,48,48,50,50,52,54,49,57,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300416453,11,48,50,48,51,48,48,52,49,54,52,53,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300121704,11,48,50,48,51,48,48,49,50,49,55,48,52,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300149862,11,48,50,48,51,48,48,49,52,57,56,54,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300058002,11,48,50,52,51,48,48,48,53,56,48,48,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300150721,11,48,50,48,51,48,48,49,53,48,55,50,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300147428,11,48,50,48,51,48,48,49,52,55,52,50,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300066820,11,48,50,52,51,48,48,48,54,54,56,50,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300413870,11,48,50,48,51,48,48,52,49,51,56,55,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100020270,11,53,48,52,49,48,48,48,50,48,50,55,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100019603,11,53,48,52,49,48,48,48,49,57,54,48,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300433200,11,48,50,48,51,48,48,52,51,51,50,48,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300337065,11,48,50,48,51,48,48,51,51,55,48,54,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300306399,11,48,50,48,51,48,48,51,48,54,51,57,57,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300056000,11,48,50,52,51,48,48,48,53,54,48,48,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100020288,11,53,48,52,49,48,48,48,50,48,50,56,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300401987,11,48,50,48,51,48,48,52,48,49,57,56,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100021101,11,53,48,52,49,48,48,48,50,49,49,48,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,520200019683,11,53,50,48,50,48,48,48,49,57,54,56,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300239382,11,48,50,48,51,48,48,50,51,57,51,56,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300368998,11,48,50,48,51,48,48,51,54,56,57,57,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300079808,11,48,50,52,51,48,48,48,55,57,56,48,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300448916,11,48,50,48,51,48,48,52,52,56,57,49,54,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300448924,11,48,50,48,51,48,48,52,52,56,57,50,52,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300448932,11,48,50,48,51,48,48,52,52,56,57,51,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300381803,11,48,50,48,51,48,48,51,56,49,56,48,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100019603,11,53,48,52,49,48,48,48,49,57,54,48,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,024300073282,11,48,50,52,51,48,48,48,55,51,50,56,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300146732,11,48,50,48,51,48,48,49,52,54,55,51,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300140172,11,48,50,48,51,48,48,49,52,48,49,55,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,050300606017,11,48,53,48,51,48,48,54,48,54,48,49,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300375170,11,48,50,48,51,48,48,51,55,53,49,55,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300148751,11,48,50,48,51,48,48,49,52,56,55,53,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300102522,11,48,50,48,51,48,48,49,48,50,53,50,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300310434,11,48,50,48,51,48,48,51,49,48,52,51,52,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300308902,11,48,50,48,51,48,48,51,48,56,57,48,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300334848,11,48,50,48,51,48,48,51,51,52,56,52,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300287042,11,48,50,48,51,48,48,50,56,55,48,52,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300271871,11,48,50,48,51,48,48,50,55,49,56,55,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300168743,11,48,50,48,51,48,48,49,54,56,55,52,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300092292,11,48,50,48,51,48,48,48,57,50,50,57,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300263100,11,48,50,48,51,48,48,50,54,51,49,48,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300259862,11,48,50,48,51,48,48,50,53,57,56,54,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300152774,11,48,50,48,51,48,48,49,53,50,55,55,52,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300224652,11,48,50,48,51,48,48,50,50,52,54,53,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300224643,11,48,50,48,51,48,48,50,50,52,54,52,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300151727,11,48,50,48,51,48,48,49,53,49,55,50,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300284069,11,48,50,48,51,48,48,50,56,52,48,54,57,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300228461,11,48,50,48,51,48,48,50,50,56,52,54,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300324664,11,48,50,48,51,48,48,51,50,52,54,54,52,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,050100587671,11,48,53,48,49,48,48,53,56,55,54,55,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300149676,11,48,50,48,51,48,48,49,52,57,54,55,54,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300146821,11,48,50,48,51,48,48,49,52,54,56,50,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300146146,11,48,50,48,51,48,48,49,52,54,49,52,54,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300143261,11,48,50,48,51,48,48,49,52,51,50,54,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300239382,11,48,50,48,51,48,48,50,51,57,51,56,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,560300495575,11,53,54,48,51,48,48,52,57,53,53,55,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300326659,11,48,50,48,51,48,48,51,50,54,54,53,57,0,0,0,0,0,0,0,0
