website_type,tracking_type,tracking_number,created_at,loading_port,departure_time
MSC,CONTAINER_NUMBER,CRSU9230696,2023/07/26,"AARHUS, DK",2023/07/20 00:00:00
MSC,CONTAINER_NUMBER,MSMU5009460,2023/07/25,"KOBE, JP",2023/09/27 00:00:00
MSC,CONTAINER_NUMBER,MSDU6457062,2023/07/25,"AARHUS, DK",2023/07/19 00:00:00
MSC,CONTAINER_NUMBER,MSMU4009701,2023/07/25,"AARHUS, DK",2023/07/19 00:00:00
MSC,CONTAINER_NUMBER,CAIU7607549,2023/07/25,"MATSUYAMA, JP",2023/09/23 00:00:00
MSC,CONTAINER_NUMBER,MEDURI586435,2022/01/26,"AARHUS, DK",2021/12/22 00:00:00
MSC,CONTAINER_NUMBER,MSMU4853409,2023/04/20,"AARHUS, DK",2023/04/05 00:00:00
MSC,CONTAINER_NUMBER,MSDU7194130,2023/05/24,"AARHUS, DK",2023/05/17 00:00:00
MSC,CONTAINER_NUMBER,CAAU5672666,2023/05/24,"AARHUS, DK",2023/05/17 00:00:00
MSC,CONTAINER_NUMBER,MSMU4347777,2022/09/07,"AARHUS, DK",2022/08/17 00:00:00
MSC,CONTAINER_NUMBER,MSDU8650316,2023/05/01,"AARHUS, DK",2023/04/26 00:00:00
MSC,CONTAINER_NUMBER,MEDU4317974,2023/05/01,"AARHUS, DK",2023/04/20 00:00:00
MSC,CONTAINER_NUMBER,MEDURI634854,2022/01/27,"AARHUS, DK",2022/01/20 00:00:00
MSC,CONTAINER_NUMBER,MSDU4423736,2023/02/01,"AARHUS, DK",2023/01/25 00:00:00
MSC,CONTAINER_NUMBER,MSDU8243326,2023/05/02,"AARHUS, DK",2023/04/26 00:00:00
MSC,CONTAINER_NUMBER,FFAU2245324,2023/09/25,"AARHUS, DK",2023/09/20 00:00:00
MSC,CONTAINER_NUMBER,MEDU4574864,2023/04/18,"AARHUS, DK",2023/04/12 00:00:00
MSC,CONTAINER_NUMBER,MSMU6045143,2023/09/25,"AARHUS, DK",2023/09/21 00:00:00
MSC,CONTAINER_NUMBER,MSDU7147462,2023/09/06,"AARHUS, DK",2023/08/30 00:00:00
MSC,CONTAINER_NUMBER,MSDU5290520,2023/02/01,"AARHUS, DK",2023/01/25 00:00:00
MSC,CONTAINER_NUMBER,MEDU7661406,2022/02/17,"AARHUS, DK",2022/01/20 00:00:00
MSC,CONTAINER_NUMBER,MSCU5717310,2023/09/06,"AARHUS, DK",2023/08/30 00:00:00
MSC,CONTAINER_NUMBER,MEDU7527640,2022/02/17,"AARHUS, DK",2022/01/19 00:00:00
MSC,CONTAINER_NUMBER,MEDU4183978,2023/02/01,"YOKOHAMA, JP",2023/04/03 00:00:00
MSC,CONTAINER_NUMBER,MSDU7371805,2023/02/08,"AARHUS, DK",2023/02/02 00:00:00
MSC,CONTAINER_NUMBER,MSDU4516525,2023/02/14,"HAKATA, FUKUOKA, JP",2023/03/04 00:00:00
MSC,CONTAINER_NUMBER,MSDU8366589,2023/04/18,"AARHUS, DK",2023/04/12 00:00:00
MSC,CONTAINER_NUMBER,TRHU5032144,2023/04/18,"AARHUS, DK",2023/04/05 00:00:00
MSC,CONTAINER_NUMBER,NEXU9513353,2023/02/15,"AARHUS, DK",2023/02/08 00:00:00
MSC,CONTAINER_NUMBER,TTNU9301636,2023/02/15,"AARHUS, DK",2023/02/08 00:00:00
MSC,CONTAINER_NUMBER,CAIU7738662,2022/06/22,"AARHUS, DK",2022/06/16 00:00:00
MSC,CONTAINER_NUMBER,CAIU9252920,2022/02/17,"AARHUS, DK",2022/01/19 00:00:00
MSC,CONTAINER_NUMBER,BMOU4234919,2023/07/19,"YOKOHAMA, JP",2023/09/20 00:00:00
MSC,CONTAINER_NUMBER,TEMU8563829,2023/07/19,"AARHUS, DK",2023/07/12 00:00:00
MSC,CONTAINER_NUMBER,GLDU0453986,2023/07/19,"AARHUS, DK",2023/07/13 00:00:00
MSC,CONTAINER_NUMBER,SEGU5490316,2023/07/19,"AARHUS, DK",2023/07/13 00:00:00
MSC,CONTAINER_NUMBER,MEDU7280930,2023/07/19,"AARHUS, DK",2023/07/13 00:00:00
MSC,CONTAINER_NUMBER,MEDU4655499,2023/07/19,"AARHUS, DK",2023/07/13 00:00:00
MSC,CONTAINER_NUMBER,MSCU5600107,2023/05/02,"AARHUS, DK",2023/04/26 00:00:00
MSC,CONTAINER_NUMBER,MEDU6145405,2023/04/17,"SINES, PT",2023/04/15 00:00:00
MSC,CONTAINER_NUMBER,MSDU7054293,2022/02/24,"NINGBO, CN",2022/11/02 00:00:00
MSC,CONTAINER_NUMBER,BSIU4071226,2022/06/22,"AARHUS, DK",2022/06/16 00:00:00
MSC,CONTAINER_NUMBER,CAAU5768161,2022/03/02,"AARHUS, DK",2022/02/26 00:00:00
MSC,CONTAINER_NUMBER,MSDU4523910,2023/04/13,"AARHUS, DK",2023/04/06 00:00:00
MSC,CONTAINER_NUMBER,MSCU5421729,2023/04/13,"AARHUS, DK",2023/04/05 00:00:00
MSC,CONTAINER_NUMBER,TEMU6889668,2022/02/17,"AARHUS, DK",2022/02/03 00:00:00
MSC,CONTAINER_NUMBER,MSMU7118537,2023/08/29,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,MSDU4396800,2023/04/13,"AARHUS, DK",2023/04/06 00:00:00
MSC,CONTAINER_NUMBER,MEDU7765268,2022/03/17,"AARHUS, DK",2022/03/03 00:00:00
MSC,CONTAINER_NUMBER,CAIU4601070,2022/06/20,"AARHUS, DK",2022/06/01 00:00:00
MSC,CONTAINER_NUMBER,CRXU9811861,2022/06/20,"AARHUS, DK",2022/06/01 00:00:00
MSC,CONTAINER_NUMBER,MSMU5582847,2022/06/13,"AARHUS, DK",2022/05/19 00:00:00
MSC,CONTAINER_NUMBER,CAAU5092210,2022/01/25,"AARHUS, DK",2021/12/22 00:00:00
MSC,CONTAINER_NUMBER,CAIU9598127,2022/03/09,"AARHUS, DK",2022/02/25 00:00:00
MSC,CONTAINER_NUMBER,MSDU7118438,2023/07/13,"AARHUS, DK",2023/07/06 00:00:00
MSC,CONTAINER_NUMBER,MSDU4000971,2023/07/13,"AARHUS, DK",2023/07/05 00:00:00
MSC,CONTAINER_NUMBER,MEDU4165737,2023/07/13,"AARHUS, DK",2023/07/05 00:00:00
MSC,CONTAINER_NUMBER,CAIU7831667,2023/07/13,"AARHUS, DK",2023/07/05 00:00:00
MSC,CONTAINER_NUMBER,CAIU4713594,2023/07/13,"KOBE, JP",2023/09/17 00:00:00
MSC,CONTAINER_NUMBER,TGBU7200475,2023/05/17,"AARHUS, DK",2023/05/03 00:00:00
MSC,CONTAINER_NUMBER,DRYU9381169,2023/02/20,"AARHUS, DK",2023/02/08 00:00:00
MSC,CONTAINER_NUMBER,BMOU6971113,2023/08/22,"AARHUS, DK",2023/08/16 00:00:00
MSC,CONTAINER_NUMBER,MSMU6976850,2022/06/13,"AARHUS, DK",2022/06/01 00:00:00
MSC,CONTAINER_NUMBER,MSDU5517995,2023/08/22,"AARHUS, DK",2023/08/16 00:00:00
MSC,CONTAINER_NUMBER,MEDU8398850,2022/10/19,"AARHUS, DK",2022/10/15 00:00:00
MSC,CONTAINER_NUMBER,GLDU4099171,2023/09/06,"AARHUS, DK",2023/08/30 00:00:00
MSC,CONTAINER_NUMBER,MSCU4370720,2023/10/03,"HELSINGBORG, SE",2023/09/19 00:00:00
MSC,CONTAINER_NUMBER,MSDU8320269,2022/02/17,"AARHUS, DK",2022/01/28 00:00:00
MSC,CONTAINER_NUMBER,MSMU6855463,2022/02/17,"AARHUS, DK",2022/01/28 00:00:00
MSC,CONTAINER_NUMBER,MEDU7075529,2023/05/11,"AARHUS, DK",2023/05/03 00:00:00
MSC,CONTAINER_NUMBER,BMOU5955340,2023/05/11,"AARHUS, DK",2023/05/03 00:00:00
MSC,CONTAINER_NUMBER,MEDU7122976,2022/06/08,"AARHUS, DK",2022/06/01 00:00:00
MSC,CONTAINER_NUMBER,MSMU8716169,2023/02/21,"AARHUS, DK",2023/02/15 00:00:00
MSC,CONTAINER_NUMBER,MSMU5724957,2022/06/08,"VERACRUZ, MX",2023/06/07 00:00:00
MSC,CONTAINER_NUMBER,TEMU8700623,2023/02/21,"AARHUS, DK",2023/02/15 00:00:00
MSC,CONTAINER_NUMBER,MSMU8549122,2023/05/16,"AARHUS, DK",2023/05/11 00:00:00
MSC,CONTAINER_NUMBER,MSMU5346728,2023/05/16,"AARHUS, DK",2023/05/11 00:00:00
MSC,CONTAINER_NUMBER,GESU6926550,2022/02/17,"AARHUS, DK",2022/02/03 00:00:00
MSC,CONTAINER_NUMBER,TGBU4678516,2022/06/02,"AARHUS, DK",2022/05/29 00:00:00
MSC,CONTAINER_NUMBER,MEDU9439954,2022/02/17,"AARHUS, DK",2022/01/13 00:00:00
MSC,CONTAINER_NUMBER,TRLU4529730,2022/03/22,"AARHUS, DK",2022/02/09 00:00:00
MSC,CONTAINER_NUMBER,BEAU5697301,2022/03/22,"AARHUS, DK",2022/02/09 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200136,2022/09/09,"THAILAND, LAEM CHABANG",2022/09/07 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCYMC2200063,2022/08/31,"THAILAND, LAEM CHABANG",2022/08/28 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200088,2022/08/30,"THAILAND, LAEM CHABANG",2022/08/28 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200121,2022/08/25,"THAILAND, LAEM CHABANG",2022/08/20 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200080,2022/08/25,"THAILAND, LAEM CHABANG",2022/08/20 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTAC2200047,2022/10/18,"THAILAND, LAEM CHABANG",2022/10/12 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200179,2022/10/19,"THAILAND, LAEM CHABANG",2022/10/12 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCMJC2200055,2022/08/17,"THAILAND, LAEM CHABANG",2022/08/16 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200112,2022/08/12,"THAILAND, LAEM CHABANG",2022/08/08 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200183,2022/10/21,"THAILAND, LAEM CHABANG",2022/10/17 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200119,2022/08/12,"THAILAND, LAEM CHABANG",2022/08/04 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCMJC2200073,2022/10/24,"THAILAND, LAEM CHABANG",2022/10/16 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200001,2022/01/25,"THAILAND, LAEM CHABANG",2022/01/12 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200171,2022/11/04,"THAILAND, LAEM CHABANG",2022/10/30 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200072,2022/07/22,"THAILAND, LAEM CHABANG",2022/07/17 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTAC2200026,2022/07/21,"THAILAND, LAEM CHABANG",2022/07/18 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200106,2022/11/09,"THAILAND, LAEM CHABANG",2022/11/06 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTMC2200085,2022/11/09,"THAILAND, LAEM CHABANG",2022/11/06 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200105,2022/07/21,"THAILAND, LAEM CHABANG",2022/07/18 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER, NSSLLCYMC2200004,2022/01/31,"THAILAND, LAEM CHABANG",2022/01/24 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200008,2022/01/31,"THAILAND, LAEM CHABANG",2022/01/24 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTMC2200009,2022/02/21,"THAILAND, LAEM CHABANG",2022/02/16 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCYMC2200089,2022/11/11,"THAILAND, LAEM CHABANG",2022/11/09 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200107,2022/11/14,"THAILAND, LAEM CHABANG",2022/11/09 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCMJC2200084,2022/11/14,"THAILAND, LAEM CHABANG",2022/11/09 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTAC2200054,2022/11/17,"THAILAND, LAEM CHABANG",2022/11/13 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200214,2022/12/02,"THAILAND, LAEM CHABANG",2022/11/27 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCMJC2200087,2022/12/05,"THAILAND, LAEM CHABANG",2022/11/30 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200219,2022/12/05,"THAILAND, LAEM CHABANG",2022/11/30 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200116,2022/12/16,"LAEM CHABANG, THAILAND",2022/12/13 18:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2300143,2023/09/22,"LAEM CHABANG, THAILAND",2023/09/19 12:30:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCMJC2200102,2022/12/23,"LAEM CHABANG, THAILAND",2022/12/21 04:15:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHMC2200062,2022/07/13,"THAILAND, LAEM CHABANG",2022/07/10 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCYKC2100100,2022/02/10,"THAILAND, LAEM CHABANG",2022/01/06 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200096,2022/07/11,"THAILAND, LAEM CHABANG",2022/07/12 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCYMC2200008,2022/02/14,"THAILAND, LAEM CHABANG",2022/02/07 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200239,2023/01/10,"LAEM CHABANG, THAILAND",2023/01/04 13:55:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCMJC2300002,2023/01/17,"LAEM CHABANG, THAILAND",2023/01/13 10:50:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200012,2022/02/14,"THAILAND, LAEM CHABANG",2022/02/07 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2300036,2023/07/27,"LAEM CHABANG, THAILAND",2023/02/21 00:37:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200010,2022/02/14,"THAILAND, LAEM CHABANG",2022/02/07 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2100215,2022/02/16,"THAILAND, LAEM CHABANG",2022/01/02 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTAC2300001,2023/01/23,"LAEM CHABANG, THAILAND",2023/01/20 17:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200002,2022/01/25,"THAILAND, LAEM CHABANG",2022/01/12 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTMC2300001,2023/01/23,"LAEM CHABANG, THAILAND",2023/01/20 17:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2300009,2023/01/31,"LAEM CHABANG, THAILAND",2023/01/26 18:30:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200065,2022/07/01,"THAILAND, LAEM CHABANG",2022/06/26 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTMC2200052,2022/06/29,"THAILAND, LAEM CHABANG",2022/06/26 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200085,2022/06/21,"THAILAND, LAEM CHABANG",2022/06/12 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTMC2100127,2022/01/25,"THAILAND, LAEM CHABANG",2022/01/12 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCMJC2200037,2022/06/13,"THAILAND, LAEM CHABANG",2022/06/05 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTAC2200020,2022/06/13,"THAILAND, LAEM CHABANG",2022/06/05 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200093,2022/06/13,"THAILAND, LAEM CHABANG",2022/06/05 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2300036,2023/02/27,"LAEM CHABANG, THAILAND",2023/02/21 00:37:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLBKSDC2200048,2022/06/02,"THAILAND, BANGKOK",2022/05/29 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200017,2022/02/21,"THAILAND, LAEM CHABANG",2022/02/16 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTAC2200008,2022/03/11,"THAILAND, LAEM CHABANG",2022/03/09 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200022,2022/03/10,"THAILAND, LAEM CHABANG",2022/03/09 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2300089,2023/04/21,"LAEM CHABANG, THAILAND",2023/04/13 04:18:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200082,2022/05/27,"THAILAND, LAEM CHABANG",2022/05/21 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200070,2022/05/27,"THAILAND, LAEM CHABANG",2022/05/21 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200075,2022/05/24,"THAILAND, LAEM CHABANG",2022/05/20 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200055,2022/05/24,"THAILAND, LAEM CHABANG",2022/05/20 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200058,2022/05/11,"THAILAND, LAEM CHABANG",2022/05/11 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200042,2022/05/09,"THAILAND, LAEM CHABANG",2022/05/11 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200073,2022/05/09,"THAILAND, LAEM CHABANG",2022/05/11 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200056,2022/05/06,"THAILAND, LAEM CHABANG",2022/04/28 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHMC2200036,2022/04/20,"THAILAND, LAEM CHABANG",2022/04/12 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHMC2200036,2022/04/20,"THAILAND, LAEM CHABANG",2022/04/12 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200044,2022/04/20,"THAILAND, LAEM CHABANG",2022/04/11 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200069,2022/04/20,"THAILAND, LAEM CHABANG",2022/04/12 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCYMC2200025,2022/04/15,"THAILAND, LAEM CHABANG",2022/04/09 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200062,2022/04/13,"THAILAND, LAEM CHABANG",2022/04/09 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200045,2022/04/13,"THAILAND, LAEM CHABANG",2022/04/09 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200039,2022/04/07,"THAILAND, LAEM CHABANG",2022/04/04 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHMC2200025,2022/04/07,"THAILAND, LAEM CHABANG",2022/04/04 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCMJC2200012,2022/04/07,"THAILAND, LAEM CHABANG",2022/03/29 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTMC2200021,2022/03/22,"THAILAND, LAEM CHABANG",2022/03/17 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200021,2022/03/17,"THAILAND, LAEM CHABANG",2022/03/13 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200029,2022/03/17,"THAILAND, LAEM CHABANG",2022/03/13 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200026,2022/02/21,"THAILAND, LAEM CHABANG",2022/02/16 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCOTC2300023,2023/05/25,"LAEM CHABANG, THAILAND",2023/05/11 11:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200160,2022/10/11,"THAILAND, LAEM CHABANG",2022/10/08 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCNIC2200102,2022/10/11,"THAILAND, LAEM CHABANG",2022/10/08 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHKC2200148,2022/09/30,"THAILAND, LAEM CHABANG",2022/09/26 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCOTC2300033,2023/08/31,"LAEM CHABANG, THAILAND",2023/08/23 13:58:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCMJC2200069,2022/09/28,"THAILAND, LAEM CHABANG",2022/09/25 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCYMC2200066,2022/09/26,"THAILAND, LAEM CHABANG",2022/09/16 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTMC2200076,2022/09/26,"THAILAND, LAEM CHABANG",2022/09/16 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200034,2022/03/11,"THAILAND, LAEM CHABANG",2022/03/09 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCTAC2200041,2022/09/20,"THAILAND, LAEM CHABANG",2022/09/16 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCHMC2200088,2022/09/20,"THAILAND, LAEM CHABANG",2022/09/15 00:00:00
NAMSUNG,BILL_OF_LOADING_NUMBER,NSSLLCSDC2200135,2022/09/12,"THAILAND, LAEM CHABANG",2022/09/08 00:00:00
NAMSUNG,CONTAINER_NUMBER,NSSU7141838,2023/10/06,"LAEM CHABANG, THAILAND",2023/10/05 12:50:00
NAMSUNG,CONTAINER_NUMBER,TCLU1960112,2023/10/05,"LAEM CHABANG, THAILAND",2023/10/04 12:55:00
NAMSUNG,CONTAINER_NUMBER,NSSU0168740,2023/04/06,"LAEM CHABANG, THAILAND",2023/04/01 11:52:00
NAMSUNG,CONTAINER_NUMBER,TCLU6924340,2023/07/04,"LAEM CHABANG, THAILAND",2023/06/30 17:00:00
NAMSUNG,CONTAINER_NUMBER,BEAU4886893,2023/05/15,"LAEM CHABANG, THAILAND",2023/05/08 13:37:00
NAMSUNG,CONTAINER_NUMBER,GAOU2227648,2023/05/15,"LAEM CHABANG, THAILAND",2023/05/08 13:37:00
NAMSUNG,CONTAINER_NUMBER,BMOU1395648,2023/07/10,"LAEM CHABANG, THAILAND",2023/07/05 23:20:00
NAMSUNG,CONTAINER_NUMBER,SEGU3947384,2023/02/27,"LAEM CHABANG, THAILAND",2023/02/21 00:37:00
NAMSUNG,CONTAINER_NUMBER,NSSU0177633,2023/02/27,"LAEM CHABANG, THAILAND",2023/02/21 00:37:00
NAMSUNG,CONTAINER_NUMBER,BSIU3060675,2023/04/10,"BANGKOK, THAILAND",2023/04/05 15:00:00
NAMSUNG,CONTAINER_NUMBER,FFAU4897975,2023/05/15,"LAEM CHABANG, THAILAND",2023/05/08 13:37:00
NAMSUNG,CONTAINER_NUMBER,NSSU0084567,2023/02/21,"LAEM CHABANG, THAILAND",2023/02/18 03:00:00
NAMSUNG,CONTAINER_NUMBER,BMOU1393305,2023/10/04,"LAEM CHABANG, THAILAND",2023/09/30 21:30:00
NAMSUNG,CONTAINER_NUMBER,TRHU3530298,2023/05/16,"LAEM CHABANG, THAILAND",2023/05/10 22:14:00
NAMSUNG,CONTAINER_NUMBER,SEGU3229052,2023/10/31,"JAKARTA, INDONESIA",2023/10/26 14:05:00
NAMSUNG,CONTAINER_NUMBER,BMOU1392700,2023/10/04,"LAEM CHABANG, THAILAND",2023/10/05 12:50:00
NAMSUNG,CONTAINER_NUMBER,NSJU0001139,2023/02/20,"LAEM CHABANG, THAILAND",2023/02/16 10:52:00
NAMSUNG,CONTAINER_NUMBER,TLLU3199870,2023/02/16,"LAEM CHABANG, THAILAND",2023/02/11 06:32:00
NAMSUNG,CONTAINER_NUMBER,SEGU3954927,2023/02/16,"LAEM CHABANG, THAILAND",2023/02/10 22:54:00
NAMSUNG,CONTAINER_NUMBER,TEMU0703143,2023/09/19,"LAEM CHABANG, THAILAND",2023/09/12 12:00:00
NAMSUNG,CONTAINER_NUMBER,TEMU5826536,2023/05/02,"BANGKOK, THAILAND",2023/04/25 22:54:00
NAMSUNG,CONTAINER_NUMBER,NSSU7146486,2023/09/28,"LAEM CHABANG, THAILAND",2023/09/27 07:00:00
NAMSUNG,CONTAINER_NUMBER,TCNU3331414,2023/07/18,"LAEM CHABANG, THAILAND",2023/07/14 03:55:00
NAMSUNG,CONTAINER_NUMBER,SEGU3228797,2023/07/18,"LAEM CHABANG, THAILAND",2023/07/13 19:05:00
NAMSUNG,CONTAINER_NUMBER,NSDU2000295,2023/07/19,"LAEM CHABANG, THAILAND",2023/07/13 19:05:00
NAMSUNG,CONTAINER_NUMBER,TRHU3725520,2023/05/22,"LAEM CHABANG, THAILAND",2023/05/16 17:00:00
NAMSUNG,CONTAINER_NUMBER,TEMU0097730,2023/05/22,"LAEM CHABANG, THAILAND",2023/05/16 17:00:00
NAMSUNG,CONTAINER_NUMBER,FFAU4908112,2023/07/24,"LAEM CHABANG, THAILAND",2023/07/20 08:06:00
NAMSUNG,CONTAINER_NUMBER,BMOU1393820,2023/08/22,"LAEM CHABANG, THAILAND",2023/08/20 13:12:00
NAMSUNG,CONTAINER_NUMBER,NSSU7127824,2023/05/22,"LAEM CHABANG, THAILAND",2023/05/15 16:58:00
NAMSUNG,CONTAINER_NUMBER,NSSU0094591,2023/01/30,"LAEM CHABANG, THAILAND",2023/01/26 12:00:00
NAMSUNG,CONTAINER_NUMBER,NSSU0169427,2023/01/26,"LAEM CHABANG, THAILAND",2023/01/20 11:00:00
NAMSUNG,CONTAINER_NUMBER,SEGU3233427,2023/06/05,"LAEM CHABANG, THAILAND",2023/05/30 05:10:00
NAMSUNG,CONTAINER_NUMBER,FFAU4905005,2023/07/25,"LAEM CHABANG, THAILAND",2023/07/22 12:06:00
NAMSUNG,CONTAINER_NUMBER,TRHU3529358,2023/01/10,"LAEM CHABANG, THAILAND",2023/01/04 13:55:00
NAMSUNG,CONTAINER_NUMBER,TLLU3202784,2023/08/18,"LAEM CHABANG, THAILAND",2023/08/16 07:12:00
